"providerName"	"providerId"	"dataSource"	"geneSymbol"	"geneId"	"geneIdType"	"proteinId"	"proteinIdType"	"organism"	"sequenceCount"	"bindingSequence"	"bindingDomain"	"tfFamily"	"experimentType"	"pubmedID"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFAC1_si"	"NFAC1_si"	"NFAC1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFAC1"	"9606"	"ENTREZ"	"O95644"	"uniprot"	"Hsapiens"	710.458347367859	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFAC2_f1"	"NFAC2_f1"	"NFAC2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFAC2"	"9606"	"ENTREZ"	"Q13469"	"uniprot"	"Hsapiens"	85.9657616346184	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFAC3_f1"	"NFAC3_f1"	"NFAC3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFAC3"	"9606"	"ENTREZ"	"Q12968"	"uniprot"	"Hsapiens"	18.3333333333333	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFAC4_f1"	"NFAC4_f1"	"NFAC4_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFAC4"	"9606"	"ENTREZ"	"Q14934"	"uniprot"	"Hsapiens"	19.03	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFAT5_f1"	"NFAT5_f1"	"NFAT5_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFAT5"	"9606"	"ENTREZ"	"O94916"	"uniprot"	"Hsapiens"	8	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFE2_f2"	"NFE2_f2"	"NFE2_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFE2"	"9606"	"ENTREZ"	"Q16621"	"uniprot"	"Hsapiens"	1433	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFIA+NFIB+NFIC+NFIX_f2"	"NFIA+NFIB+NFIC+NFIX_f2"	"NFIA+NFIB+NFIC+NFIX_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFIA+NFIB+NFIC+NFIX"	"9606"	"ENTREZ"	NA	"uniprot"	"Hsapiens"	233.000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFIA+NFIB+NFIC+NFIX_si"	"NFIA+NFIB+NFIC+NFIX_si"	"NFIA+NFIB+NFIC+NFIX_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFIA+NFIB+NFIC+NFIX"	"9606"	"ENTREZ"	NA	"uniprot"	"Hsapiens"	265.000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFIL3_si"	"NFIL3_si"	"NFIL3_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFIL3"	"9606"	"ENTREZ"	"Q16649"	"uniprot"	"Hsapiens"	51	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFKB1_f1"	"NFKB1_f1"	"NFKB1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFKB1"	"9606"	"ENTREZ"	"P19838"	"uniprot"	"Hsapiens"	182	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFKB2_f1"	"NFKB2_f1"	"NFKB2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFKB2"	"9606"	"ENTREZ"	"Q00653"	"uniprot"	"Hsapiens"	11	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFYA_f1"	"NFYA_f1"	"NFYA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFYA"	"9606"	"ENTREZ"	"P23511"	"uniprot"	"Hsapiens"	1308.74058432472	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFYB_f1"	"NFYB_f1"	"NFYB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFYB"	"9606"	"ENTREZ"	"P25208"	"uniprot"	"Hsapiens"	1147.83857604026	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NFYC_f1"	"NFYC_f1"	"NFYC_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NFYC"	"9606"	"ENTREZ"	"Q13952"	"uniprot"	"Hsapiens"	26	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX21_f1"	"NKX21_f1"	"NKX21_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX21"	"9606"	"ENTREZ"	"P43699"	"uniprot"	"Hsapiens"	85.3316062176168	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX22_si"	"NKX22_si"	"NKX22_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX22"	"9606"	"ENTREZ"	"O95096"	"uniprot"	"Hsapiens"	24.4878048780488	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX25_f1"	"NKX25_f1"	"NKX25_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX25"	"9606"	"ENTREZ"	"P52952"	"uniprot"	"Hsapiens"	58.5832146163561	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX28_f1"	"NKX28_f1"	"NKX28_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX28"	"9606"	"ENTREZ"	"O15522"	"uniprot"	"Hsapiens"	6	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX31_si"	"NKX31_si"	"NKX31_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX31"	"9606"	"ENTREZ"	"Q99801"	"uniprot"	"Hsapiens"	43	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NKX32_f1"	"NKX32_f1"	"NKX32_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NKX32"	"9606"	"ENTREZ"	"P78367"	"uniprot"	"Hsapiens"	19.8573988758472	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NOBOX_si"	"NOBOX_si"	"NOBOX_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NOBOX"	"9606"	"ENTREZ"	"O60393"	"uniprot"	"Hsapiens"	66.319027610613	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR0B1_si"	"NR0B1_si"	"NR0B1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR0B1"	"9606"	"ENTREZ"	"P51843"	"uniprot"	"Hsapiens"	9	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1D1_f1"	"NR1D1_f1"	"NR1D1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1D1"	"9606"	"ENTREZ"	"P20393"	"uniprot"	"Hsapiens"	12.937106918239	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1H2_f1"	"NR1H2_f1"	"NR1H2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1H2"	"9606"	"ENTREZ"	"P55055"	"uniprot"	"Hsapiens"	18.7518522872292	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1H4_f1"	"NR1H4_f1"	"NR1H4_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1H4"	"9606"	"ENTREZ"	"Q96RI1"	"uniprot"	"Hsapiens"	45.1680672268908	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1I2_f2"	"NR1I2_f2"	"NR1I2_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1I2"	"9606"	"ENTREZ"	"O75469"	"uniprot"	"Hsapiens"	29.1830985915493	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1I2_si"	"NR1I2_si"	"NR1I2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1I2"	"9606"	"ENTREZ"	"O75469"	"uniprot"	"Hsapiens"	45.2330508474577	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1I3_f2"	"NR1I3_f2"	"NR1I3_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1I3"	"9606"	"ENTREZ"	"Q14994"	"uniprot"	"Hsapiens"	28	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR1I3_si"	"NR1I3_si"	"NR1I3_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR1I3"	"9606"	"ENTREZ"	"Q14994"	"uniprot"	"Hsapiens"	33.1558073654391	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR2C1_si"	"NR2C1_si"	"NR2C1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR2C1"	"9606"	"ENTREZ"	"P13056"	"uniprot"	"Hsapiens"	18.0393258426966	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR2C2_f1"	"NR2C2_f1"	"NR2C2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR2C2"	"9606"	"ENTREZ"	"P49116"	"uniprot"	"Hsapiens"	2058	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR2E3_f1"	"NR2E3_f1"	"NR2E3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR2E3"	"9606"	"ENTREZ"	"Q9Y5X4"	"uniprot"	"Hsapiens"	22.6186186186186	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR2F6_f1"	"NR2F6_f1"	"NR2F6_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR2F6"	"9606"	"ENTREZ"	"P10588"	"uniprot"	"Hsapiens"	11	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR4A1_f1"	"NR4A1_f1"	"NR4A1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR4A1"	"9606"	"ENTREZ"	"P22736"	"uniprot"	"Hsapiens"	21	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR4A2_si"	"NR4A2_si"	"NR4A2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR4A2"	"9606"	"ENTREZ"	"P43354"	"uniprot"	"Hsapiens"	32.5911026288614	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR4A3_f1"	"NR4A3_f1"	"NR4A3_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR4A3"	"9606"	"ENTREZ"	"Q92570"	"uniprot"	"Hsapiens"	5	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR5A2_f1"	"NR5A2_f1"	"NR5A2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR5A2"	"9606"	"ENTREZ"	"O00482"	"uniprot"	"Hsapiens"	45.3260869565218	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NR6A1_do"	"NR6A1_do"	"NR6A1_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NR6A1"	"9606"	"ENTREZ"	"Q15406"	"uniprot"	"Hsapiens"	50	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-NRF1_f1"	"NRF1_f1"	"NRF1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"NRF1"	"9606"	"ENTREZ"	"Q16656"	"uniprot"	"Hsapiens"	1840	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-ONEC2_si"	"ONEC2_si"	"ONEC2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"ONEC2"	"9606"	"ENTREZ"	"O95948"	"uniprot"	"Hsapiens"	7	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-OTX1_f1"	"OTX1_f1"	"OTX1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"OTX1"	"9606"	"ENTREZ"	"P32242"	"uniprot"	"Hsapiens"	8.00000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-OTX2_si"	"OTX2_si"	"OTX2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"OTX2"	"9606"	"ENTREZ"	"P32243"	"uniprot"	"Hsapiens"	24.8656126482214	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-OVOL1_f1"	"OVOL1_f1"	"OVOL1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"OVOL1"	"9606"	"ENTREZ"	"O14753"	"uniprot"	"Hsapiens"	7	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-P53_f2"	"P53_f2"	"P53_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"P53"	"9606"	"ENTREZ"	"P04637"	"uniprot"	"Hsapiens"	1608.61760452771	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-P63_si"	"P63_si"	"P63_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"P63"	"9606"	"ENTREZ"	"Q9H3D4"	"uniprot"	"Hsapiens"	22.3214285714286	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-P73_si"	"P73_si"	"P73_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"P73"	"9606"	"ENTREZ"	"O15350"	"uniprot"	"Hsapiens"	15	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX2_f1"	"PAX2_f1"	"PAX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX2"	"9606"	"ENTREZ"	"Q02962"	"uniprot"	"Hsapiens"	50.2287102679675	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX2_si"	"PAX2_si"	"PAX2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX2"	"9606"	"ENTREZ"	"Q02962"	"uniprot"	"Hsapiens"	58.438736089076	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX5_f1"	"PAX5_f1"	"PAX5_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX5"	"9606"	"ENTREZ"	"Q02548"	"uniprot"	"Hsapiens"	3939.21659559793	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX5_si"	"PAX5_si"	"PAX5_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX5"	"9606"	"ENTREZ"	"Q02548"	"uniprot"	"Hsapiens"	3155.78739743492	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX6_f1"	"PAX6_f1"	"PAX6_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX6"	"9606"	"ENTREZ"	"P26367"	"uniprot"	"Hsapiens"	165	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PAX8_f1"	"PAX8_f1"	"PAX8_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PAX8"	"9606"	"ENTREZ"	"Q06710"	"uniprot"	"Hsapiens"	36.9201995012469	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PBX1_do"	"PBX1_do"	"PBX1_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PBX1"	"9606"	"ENTREZ"	"P40424"	"uniprot"	"Hsapiens"	145	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PBX2_f1"	"PBX2_f1"	"PBX2_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PBX2"	"9606"	"ENTREZ"	"P40425"	"uniprot"	"Hsapiens"	19	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PBX3_f2"	"PBX3_f2"	"PBX3_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PBX3"	"9606"	"ENTREZ"	"P40426"	"uniprot"	"Hsapiens"	1845.5174062524	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PDX1_do"	"PDX1_do"	"PDX1_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PDX1"	"9606"	"ENTREZ"	"P52945"	"uniprot"	"Hsapiens"	78.7617144282411	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PEBB_f1"	"PEBB_f1"	"PEBB_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PEBB"	"9606"	"ENTREZ"	"Q13951"	"uniprot"	"Hsapiens"	23	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PIT1_f1"	"PIT1_f1"	"PIT1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PIT1"	"9606"	"ENTREZ"	"P28069"	"uniprot"	"Hsapiens"	37.8101265822785	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PITX2_si"	"PITX2_si"	"PITX2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PITX2"	"9606"	"ENTREZ"	"Q99697"	"uniprot"	"Hsapiens"	17	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PKNX1_si"	"PKNX1_si"	"PKNX1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PKNX1"	"9606"	"ENTREZ"	"P55347"	"uniprot"	"Hsapiens"	9	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PLAG1_f1"	"PLAG1_f1"	"PLAG1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PLAG1"	"9606"	"ENTREZ"	"Q6DJT9"	"uniprot"	"Hsapiens"	25	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PLAG1_si"	"PLAG1_si"	"PLAG1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PLAG1"	"9606"	"ENTREZ"	"Q6DJT9"	"uniprot"	"Hsapiens"	25	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PLAL1_si"	"PLAL1_si"	"PLAL1_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PLAL1"	"9606"	"ENTREZ"	"Q9UM63"	"uniprot"	"Hsapiens"	12	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO2F1_f1"	"PO2F1_f1"	"PO2F1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO2F1"	"9606"	"ENTREZ"	"P14859"	"uniprot"	"Hsapiens"	210.000000000001	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO2F2_si"	"PO2F2_si"	"PO2F2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO2F2"	"9606"	"ENTREZ"	"P09086"	"uniprot"	"Hsapiens"	1201.0098274495	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO3F1_f1"	"PO3F1_f1"	"PO3F1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO3F1"	"9606"	"ENTREZ"	"Q03052"	"uniprot"	"Hsapiens"	15	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO3F2_si"	"PO3F2_si"	"PO3F2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO3F2"	"9606"	"ENTREZ"	"P20265"	"uniprot"	"Hsapiens"	65.0000000000002	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO4F2_si"	"PO4F2_si"	"PO4F2_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO4F2"	"9606"	"ENTREZ"	"Q12837"	"uniprot"	"Hsapiens"	27.2191911947432	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO5F1_do"	"PO5F1_do"	"PO5F1_do"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO5F1"	"9606"	"ENTREZ"	"Q01860"	"uniprot"	"Hsapiens"	1320.45609543394	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PO6F1_f1"	"PO6F1_f1"	"PO6F1_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PO6F1"	"9606"	"ENTREZ"	"Q14863"	"uniprot"	"Hsapiens"	14	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PPARA_f1"	"PPARA_f1"	"PPARA_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PPARA"	"9606"	"ENTREZ"	"Q07869"	"uniprot"	"Hsapiens"	113.980016652789	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PPARA_f2"	"PPARA_f2"	"PPARA_f2"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PPARA"	"9606"	"ENTREZ"	"Q07869"	"uniprot"	"Hsapiens"	111.380500431406	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PPARD_f1"	"PPARD_f1"	"PPARD_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PPARD"	"9606"	"ENTREZ"	"Q03181"	"uniprot"	"Hsapiens"	17.9941176470588	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PPARG_f1"	"PPARG_f1"	"PPARG_f1"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PPARG"	"9606"	"ENTREZ"	"P37231"	"uniprot"	"Hsapiens"	972.315474656735	NA	NA	NA	"low- and high-throughput methods"	"23175603"
"Hsapiens-HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19-PPARG_si"	"PPARG_si"	"PPARG_si"	"HOCOMOCOv9_AD_PLAINTEXT_H_PWM_hg19"	"PPARG"	"9606"	"ENTREZ"	"P37231"	"uniprot"	"Hsapiens"	998.366831684756	NA	NA	NA	"low- and high-throughput methods"	"23175603"
